iter	MultiClass
195	0.7971951485
196	0.7962496503
197	0.7952671956
198	0.7942623392
199	0.7932821658
200	0.792299886
201	0.7913156027
202	0.7904175735
203	0.7895126979
204	0.7885676354
205	0.7876108807
206	0.7866518458
207	0.7857091123
208	0.784797576
209	0.783928563
210	0.7829913264
211	0.7820570364
212	0.7811600004
213	0.7802281693
214	0.7793683752
215	0.7784487724
216	0.7775409152
217	0.7766654172
218	0.775736733
219	0.774848347
220	0.7739363845
221	0.7730839371
222	0.7721545767
223	0.7712486221
224	0.770345728
225	0.7694610171
226	0.7685653681
227	0.7677000556
228	0.7668115638
229	0.7659332434
230	0.7650640708
231	0.7641854935
232	0.763346392
233	0.762491327
234	0.7616249397
235	0.7607522187
236	0.7598780219
237	0.7590167184
238	0.7581743147
239	0.7573272789
240	0.7565360359
241	0.7557597315
242	0.7549112715
243	0.7540950296
244	0.753344969
245	0.7524956665
246	0.7516967959
247	0.7509127474
248	0.7500764807
249	0.7492486662
250	0.7484458344
251	0.7476778455
252	0.746863299
253	0.7461059841
254	0.7453454724
255	0.7445435691
256	0.7437445029
257	0.7429353712
258	0.742144313
259	0.741347594
260	0.7405365596
261	0.7397477296
262	0.7389558139
263	0.7381504655
264	0.7373647296
265	0.7366309247
266	0.7358538257
267	0.7350629119
268	0.7342741639
269	0.7334913639
270	0.7327209903
271	0.7319474149
272	0.7311862619
273	0.7304119544
274	0.7296648809
275	0.728892812
276	0.7281259581
277	0.7273776113
278	0.7266152199
279	0.7258833639
280	0.7251712022
281	0.7244171116
282	0.7237179709
283	0.7229998269
284	0.7222589643
285	0.7215705979
286	0.7208241935
287	0.7200861328
288	0.719390998
289	0.7186709555
290	0.7179739371
291	0.7172505738
292	0.7164933748
293	0.7157872653
294	0.7150730235
295	0.714393018
296	0.7136803661
297	0.7129652495
298	0.7122469358
299	0.7115511167
300	0.7108587436
301	0.710188493
302	0.7095082384
303	0.7088168357
304	0.7081520752
305	0.7074542173
306	0.7067829914
307	0.7060681761
308	0.7054225936
309	0.7047372122
310	0.7041211136
311	0.7034850135
312	0.7028154416
313	0.702123046
314	0.7014561024
315	0.7007911322
316	0.7001246097
317	0.699492272
318	0.6988577104
319	0.6982219392
320	0.6975678876
321	0.6969008982
322	0.6962589574
323	0.6956292971
324	0.694988113
325	0.69434855
326	0.693687951
327	0.6930626425
328	0.692423541
329	0.691774479
330	0.6911817031
331	0.6905416836
332	0.6899194556
333	0.6892877361
334	0.6886856241
335	0.6880425463
336	0.6873988231
337	0.686784848
338	0.6861590394
339	0.6855366197
340	0.6849350958
341	0.6843244295
342	0.6837281137
343	0.6831391762
344	0.6825459512
345	0.6819482953
346	0.6813410018
347	0.6807366914
348	0.6801337745
349	0.679537647
350	0.6789810102
351	0.6783772817
352	0.677763277
353	0.6771899544
354	0.6766089218
355	0.6760513116
356	0.6754744331
357	0.6748589718
358	0.674252768
359	0.6736485369
360	0.6730517628
361	0.6724795092
362	0.6719411132
363	0.6714045884
364	0.6708502159
365	0.6702627488
366	0.6696786501
367	0.6691164778
368	0.6685621682
369	0.6680004937
370	0.6674841094
371	0.666888797
372	0.6663301103
373	0.6657998644
374	0.6652487956
375	0.6647020659
376	0.6642071726
377	0.6637051662
378	0.6631580505
379	0.6626045526
380	0.6620503166
381	0.6615143169
382	0.6609581398
383	0.6604202459
384	0.6599202082
385	0.6593977654
386	0.6588891321
387	0.658338073
388	0.6577907811
389	0.657294679
390	0.656768055
391	0.65624258
392	0.6557073293
393	0.6551728809
394	0.6546331616
395	0.6540987302
396	0.6535902184
397	0.6530528326
398	0.6525097306
399	0.6519962157
400	0.6515089596
401	0.6510290277
402	0.650506496
403	0.6499838958
404	0.6494565132
405	0.6489748321
406	0.6484490748
407	0.6479572042
408	0.6474532907
409	0.6469227567
410	0.646450918
411	0.6459619141
412	0.6454699941
413	0.6449737436
414	0.644468455
415	0.6440007325
416	0.6435459786
417	0.6430489089
418	0.6425729512
419	0.6420744314
420	0.6416871324
421	0.6411933308
422	0.6407333116
423	0.6402591221
424	0.639780585
425	0.6392797316
426	0.6388006654
427	0.6383402397
428	0.6379040072
429	0.6374256031
430	0.6369412679
431	0.6364460896
432	0.635965806
433	0.6355152783
434	0.6350613933
435	0.6346113013
436	0.6341854187
437	0.633731373
438	0.6332749305
439	0.632807523
440	0.6323225651
441	0.6318762816
442	0.6314223935
443	0.6309566571
444	0.6304865698
445	0.6300111043
446	0.6295885472
447	0.6291323025
448	0.6286702113
449	0.628202513
450	0.6277437463
451	0.6273213817
452	0.6268315829
453	0.6263907785
454	0.6259390295
455	0.6255013431
456	0.6250363258
457	0.6246354894
458	0.6241828655
459	0.6237542976
460	0.6233122766
461	0.6228616982
462	0.6224260593
463	0.6220107461
464	0.6215853314
465	0.6211892279
466	0.6207513196
467	0.6203569414
468	0.6199177194
469	0.6195041432
470	0.6190735484
471	0.6186741432
472	0.6182372729
473	0.6178204756
474	0.6173862058
475	0.6169703925
476	0.6166199834
477	0.6162097713
478	0.6158474818
479	0.6154569765
480	0.6150295816
481	0.6146022165
482	0.61419534
483	0.6137634823
484	0.613346381
485	0.6129601393
486	0.6125459972
487	0.6121282889
488	0.6117284064
489	0.6113644333
490	0.6109480962
491	0.6105492237
492	0.6101436854
493	0.6097703747
494	0.6093766029
495	0.6089854078
496	0.6086052512
497	0.6081970789
498	0.6077935558
499	0.6073759066
500	0.6069747395
501	0.6066134667
502	0.6062584326
503	0.6058659805
504	0.6054656729
505	0.605091188
506	0.6047121106
507	0.6043227184
508	0.6039549775
509	0.6035587448
510	0.6031685091
511	0.6028149937
512	0.6024110194
513	0.6020538622
514	0.6016727649
515	0.6013103106
516	0.6009219834
517	0.6005170721
518	0.6001690988
519	0.5997927868
520	0.5994504184
521	0.5990718032
522	0.5987154295
523	0.5983446477
524	0.5979595495
525	0.597575543
526	0.5972325697
527	0.5968523105
528	0.5964967751
529	0.596148612
530	0.5957759001
531	0.5954516697
532	0.5951190996
533	0.5947655441
534	0.5944024339
535	0.59406299
536	0.5936909782
537	0.5933426475
538	0.5929950878
539	0.5926220526
540	0.5922856613
541	0.5919199612
542	0.5915563254
543	0.5911999826
544	0.5908587878
545	0.5905369611
546	0.5902537557
547	0.5899600903
548	0.5896365746
549	0.5892670189
550	0.5888960876
551	0.5885836223
552	0.588315848
553	0.5879704827
554	0.5876339646
555	0.5872666244
556	0.5869170122
557	0.5866042801
558	0.58624413
559	0.5859152688
560	0.585573634
561	0.5852455743
562	0.5848886894
563	0.5845559377
564	0.5841950834
565	0.5838791391
566	0.5835506293
567	0.5832334532
568	0.5829025322
569	0.5825995584
570	0.5822829218
571	0.5819384634
572	0.581627662
573	0.5812864366
574	0.5809385096
575	0.5806357963
576	0.580330311
577	0.5799881911
578	0.5796490071
579	0.5793906773
580	0.579088298
581	0.5787459201
582	0.578459611
583	0.5781310362
584	0.5778094873
585	0.5775194433
586	0.5772115272
587	0.5769011678
588	0.5765823361
589	0.5762700363
590	0.5759867995
591	0.5757039064
592	0.5753912032
593	0.5751322239
594	0.5747988879
595	0.5745047921
596	0.5742176295
597	0.5739063792
598	0.5736582173
599	0.5733923154
600	0.5731307438
601	0.5728613652
602	0.5725920902
603	0.5723028995
604	0.5719983147
605	0.5717070054
606	0.571428393
607	0.5711773146
608	0.5708864551
609	0.5706074468
610	0.5703064124
611	0.5700718492
612	0.5697840331
613	0.5695217049
614	0.5692187952
615	0.5689492067
616	0.5686867212
617	0.5683913023
618	0.5681093943
619	0.5678193867
620	0.5675524233
621	0.5672551449
622	0.5669683928
623	0.5666674245
624	0.566355886
625	0.5660965838
626	0.5658469654
627	0.5655777178
628	0.5653187779
629	0.5650076836
630	0.5647683819
631	0.5644829445
632	0.5642005256
633	0.5639493714
634	0.5636975944
635	0.5633959834
636	0.5631779786
637	0.5629412269
638	0.5626825225
639	0.5623974109
640	0.5621208145
641	0.5618733688
642	0.5615832737
643	0.5612965949
644	0.5609996499
645	0.5607043279
646	0.5604253393
647	0.5601417804
648	0.5598612524
649	0.5595937675
650	0.5592872595
651	0.5590201667
652	0.5587417205
653	0.5585049717
654	0.5582269724
655	0.5579330991
656	0.5577084654
657	0.5574846655
658	0.5572086861
659	0.5569855183
660	0.5567287698
661	0.5564607178
662	0.556165365
663	0.5558923113
664	0.5556128964
665	0.555338921
666	0.5550739992
667	0.5548066649
668	0.5545501463
669	0.5543170085
670	0.5540651805
671	0.5538427999
672	0.553557678
673	0.553278558
674	0.5530032308
675	0.5527220807
676	0.5524468786
677	0.5521997984
678	0.5519771673
679	0.5517551397
680	0.5514768574
681	0.5512273143
682	0.5509696422
683	0.5507593261
684	0.5504815071
685	0.5502800534
686	0.5500008945
687	0.5497570633
688	0.5495362568
689	0.5492762838
690	0.5490362957
691	0.5488230368
692	0.5485970779
693	0.5483617628
694	0.5481390516
695	0.5479268807
696	0.5477156288
697	0.5474761185
698	0.5472688448
699	0.5470508484
700	0.5468184637
701	0.5465828166
702	0.54633216
703	0.5461119932
704	0.5458807315
705	0.5456650711
706	0.5454627241
707	0.5451970089
708	0.5449968149
709	0.5447555846
710	0.5445498609
711	0.5443295738
712	0.5440670632
713	0.5438337391
714	0.5436215181
715	0.5434152712
716	0.5431699491
717	0.5429395729
718	0.5427316745
719	0.5424722195
720	0.5422471907
721	0.542011754
722	0.541802946
723	0.5415643097
724	0.5413271899
725	0.5411315996
726	0.5409360886
727	0.5406892078
728	0.5404296082
729	0.5402027827
730	0.5399883517
731	0.5397684251
732	0.5395138507
733	0.5393202746
734	0.5390694284
735	0.5388269618
736	0.5385864597
737	0.5383477646
738	0.538108062
739	0.5379106959
740	0.5376722823
741	0.5374608741
742	0.5372393456
743	0.5370395934
744	0.5368499215
745	0.5366529644
746	0.5364370007
747	0.5362531613
748	0.5360123271
749	0.5357845418
750	0.5356129269
751	0.5354118079
752	0.5351977063
753	0.5349658549
754	0.5347340619
755	0.5344900496
756	0.5342963285
757	0.5341140893
758	0.5339494267
759	0.5337229472
760	0.5335295854
761	0.5333366917
762	0.5330986487
763	0.5328861279
764	0.5326971297
765	0.5324781538
766	0.5322429185
767	0.5320377002
768	0.5318587537
769	0.5316632145
770	0.5314470448
771	0.5312094367
772	0.5310197562
773	0.5308423279
774	0.5306450457
775	0.5304270008
776	0.5302566979
777	0.5301095882
778	0.529879464
779	0.5296887595
780	0.5294728809
781	0.5292506418
782	0.5290744422
783	0.5288541572
784	0.5286753661
785	0.5284512082
786	0.5282414399
787	0.528044402
788	0.5278364476
789	0.5276293976
790	0.5274443152
791	0.5272629869
792	0.5270701117
793	0.5268753107
794	0.526712332
795	0.5264726271
796	0.5263172858
797	0.5260888421
798	0.5258681281
799	0.5256423538
800	0.5254261451
801	0.5252682687
802	0.5250836727
803	0.5248896484
804	0.52470976
805	0.5245183444
806	0.5242859849
807	0.5240812574
808	0.5238692948
809	0.5236648211
810	0.5234796506
811	0.5232602806
812	0.5230962341
813	0.522865413
814	0.5226583789
815	0.5224907908
816	0.5222906703
817	0.5221047893
818	0.521944816
819	0.5217763092
820	0.5215690538
821	0.5214119407
822	0.521238557
823	0.5210637381
824	0.5208435288
825	0.5206788903
826	0.5205167305
827	0.5203631586
828	0.5201824013
829	0.5199687048
830	0.5197851661
831	0.5196072559
832	0.5194437412
833	0.519254452
834	0.5190359099
835	0.5188619312
836	0.5186760989
837	0.5184930865
838	0.5182984947
839	0.5181142429
840	0.5179282305
841	0.5177318654
842	0.5175175069
843	0.5173454903
844	0.5171804681
845	0.5169719252
846	0.5168448825
847	0.516651229
848	0.5164643187
849	0.5163261719
850	0.5161263103
851	0.5159381546
852	0.5157855049
853	0.5156504363
854	0.5154462531
855	0.5152668122
856	0.5151239929
857	0.5149063454
858	0.5147401245
859	0.5145823986
860	0.5144081693
861	0.5142200801
862	0.5140503797
863	0.5138790394
864	0.5137303553
865	0.5135864203
866	0.5134213281
867	0.5132706821
868	0.5130688575
869	0.512897576
870	0.512713742
871	0.5125489728
872	0.5124120771
873	0.5121964825
874	0.512023386
875	0.5118749602
876	0.5116940757
877	0.5115341277
878	0.5113608419
879	0.511229042
880	0.51106719
881	0.510910474
882	0.5107286924
883	0.5105382119
884	0.510385874
885	0.5102471422
886	0.5100559377
887	0.5098549215
888	0.5096962353
889	0.5095129835
890	0.509380392
891	0.509190399
892	0.5090420591
893	0.5088662781
894	0.5087147614
895	0.5085374801
896	0.5083669175
897	0.5082464661
898	0.508084237
899	0.5079149318
900	0.50776138
901	0.5075966165
902	0.5074472131
903	0.5072875419
904	0.507101895
905	0.5069112373
906	0.5067298676
907	0.5065573936
908	0.5063780256
909	0.5062282685
910	0.5060562483
911	0.5059250366
912	0.5057668867
913	0.5055939298
914	0.5054197187
915	0.5052628199
916	0.5051128839
917	0.5049736698
918	0.5048159171
919	0.5047088716
920	0.5045653759
921	0.5044044735
922	0.5042219092
923	0.5040660419
924	0.5039488655
925	0.5038140668
926	0.5036710966
927	0.5035090384
928	0.503391627
929	0.5032570168
930	0.5031090988
931	0.5029690366
932	0.5028183969
933	0.5026760353
934	0.5025184524
935	0.5023632872
936	0.5022015059
937	0.5020757359
938	0.5019437837
939	0.5017683696
940	0.5016328383
941	0.5014589096
942	0.5013101635
943	0.5011688788
944	0.5009855902
945	0.5008577795
946	0.5007070679
947	0.5005702643
948	0.5003918772
949	0.5002150728
950	0.5000637838
951	0.4998875023
952	0.4997540964
953	0.4995990196
954	0.4994556223
955	0.4993149092
956	0.4991939557
957	0.4990499962
958	0.4989381406
959	0.4987874124
960	0.4986462035
961	0.4984747036
962	0.4983381505
963	0.498191687
964	0.4980161419
965	0.4978592369
966	0.4976939097
967	0.4975292731
968	0.4973824193
969	0.4972454936
970	0.4971087447
971	0.4969678221
972	0.4968527443
973	0.4966744955
974	0.4964939492
975	0.496371287
976	0.4962386486
977	0.496123411
978	0.4959944947
979	0.4958716463
980	0.4957247477
981	0.4956119703
982	0.4954634772
983	0.4953275304
984	0.4951550891
985	0.4949947527
986	0.4948766005
987	0.4947297943
988	0.4946041267
989	0.4944270827
990	0.4942566949
991	0.4941239126
992	0.4939582225
993	0.4938033515
994	0.4936527307
995	0.4935109872
996	0.4933844158
997	0.4932130735
998	0.4930593607
999	0.4929537371
1000	0.4928253622
1001	0.4926940407
1002	0.4925623423
1003	0.4924312006
1004	0.4923203712
1005	0.4921907848
1006	0.4920548232
1007	0.4918995537
1008	0.4917256987
1009	0.4916026701
1010	0.4914741196
1011	0.4913697441
1012	0.4912036333
1013	0.4910880028
1014	0.4909773449
1015	0.4908598103
1016	0.4907630191
1017	0.4906721487
1018	0.4904895742
1019	0.4903541262
1020	0.4901970445
1021	0.4900693419
1022	0.4899328065
1023	0.4898145208
1024	0.489683594
1025	0.48951673
1026	0.4893911258
1027	0.4892570948
1028	0.4891339181
1029	0.4890416694
1030	0.4889140629
1031	0.488776435
1032	0.4886378224
1033	0.4884874325
1034	0.4883399834
1035	0.4882052569
1036	0.4880946242
1037	0.4879457728
1038	0.4877783206
1039	0.487651456
1040	0.4875438841
1041	0.4874408443
1042	0.4873181372
1043	0.4871856807
1044	0.4870429055
1045	0.4868902246
1046	0.4867632778
1047	0.4866449511
1048	0.4865483111
1049	0.4864170873
1050	0.4862909541
1051	0.4861819579
1052	0.4860539844
1053	0.4859009942
1054	0.485786188
1055	0.4856758954
1056	0.4855807486
1057	0.4854672211
1058	0.4853256525
1059	0.4851881136
1060	0.4850863742
1061	0.4849601225
1062	0.4848060608
1063	0.4846776654
1064	0.4845780126
1065	0.4844526817
1066	0.4843380074
1067	0.4842024766
1068	0.4840696683
1069	0.4839579679
1070	0.4838008385
1071	0.483676694
1072	0.483556061
1073	0.4834275114
1074	0.4833123228
1075	0.4832186222
1076	0.4830884189
1077	0.4829503916
1078	0.4828356007
1079	0.4827260283
1080	0.4825913465
1081	0.4824819067
1082	0.4823772859
1083	0.4822466725
1084	0.4821246612
1085	0.4819924792
1086	0.4818427477
1087	0.4817733431
1088	0.4816592826
1089	0.4815403332
1090	0.4814747895
1091	0.4813438913
1092	0.4812387115
1093	0.4811234395
1094	0.4809926862
1095	0.4808482114
1096	0.4807088777
1097	0.4806258585
1098	0.4805217233
1099	0.480408169
1100	0.4802788686
1101	0.480138082
1102	0.4800297758
1103	0.4799212046
1104	0.479824637
1105	0.4797028438
1106	0.4796087104
1107	0.4794982147
1108	0.4793837761
1109	0.4792827676
1110	0.4791404761
1111	0.4790370427
1112	0.4789103735
1113	0.4788129888
1114	0.4786743774
1115	0.4785441348
1116	0.478437954
1117	0.4783265571
1118	0.4782414961
1119	0.4781216861
1120	0.4780077374
1121	0.4779261751
1122	0.4778375978
1123	0.4777219634
1124	0.4776261627
1125	0.4775045274
1126	0.4773827548
1127	0.4772685247
1128	0.4771394737
1129	0.4770257243
1130	0.4769071593
1131	0.4767879708
1132	0.4766824676
1133	0.4765907852
1134	0.4765199193
1135	0.4763861078
1136	0.4762533811
1137	0.4761372503
1138	0.4760154328
1139	0.4759191607
1140	0.4758155519
1141	0.4757107186
1142	0.4756075346
1143	0.4754775745
1144	0.47538044
1145	0.4752673709
1146	0.4751518515
1147	0.4750537689
1148	0.4749360335
1149	0.4748092242
1150	0.4746980612
1151	0.4746298594
1152	0.4745262591
1153	0.4744020258
1154	0.4742890549
1155	0.4741837603
1156	0.4740830178
1157	0.4739592311
1158	0.4738307252
1159	0.4737577665
1160	0.4736450578
1161	0.4735414014
1162	0.473438113
1163	0.47333608
1164	0.473191219
1165	0.4730876204
1166	0.4729613589
1167	0.472812968
1168	0.4726766613
1169	0.4725714656
1170	0.4724582013
1171	0.4723679096
1172	0.4722579122
1173	0.4721388883
1174	0.4720347107
1175	0.4719192854
1176	0.4718030643
1177	0.4717074065
1178	0.4716163692
1179	0.4715143806
1180	0.4713822857
1181	0.4712971559
1182	0.4711939141
1183	0.471048523
1184	0.470948867
1185	0.4708528515
1186	0.4707388801
1187	0.4706532264
1188	0.4705581561
1189	0.4704384857
1190	0.4703255439
1191	0.4702628969
1192	0.4701695674
1193	0.4701034382
1194	0.4700014249
1195	0.4699073993
1196	0.4698245107
1197	0.4697147393
1198	0.4696279862
1199	0.4695270968
1200	0.4694184103
1201	0.4692987176
1202	0.4692174895
1203	0.4691017817
1204	0.4689983536
1205	0.4688781115
1206	0.4687800096
1207	0.4686892034
1208	0.4685869752
1209	0.4684781736
1210	0.4683595773
1211	0.4682395732
1212	0.4681350204
1213	0.4680318773
1214	0.4679419172
1215	0.4678435866
1216	0.4677313914
1217	0.4676005222
1218	0.4675038911
1219	0.4674198391
1220	0.4673280933
1221	0.4672274022
1222	0.4671312362
1223	0.4670473458
1224	0.4669265065
1225	0.4668060587
1226	0.4667296813
1227	0.4666038857
1228	0.4665132107
1229	0.4664207178
1230	0.466305878
1231	0.4662309569
1232	0.466130894
1233	0.4660413717
1234	0.4659163547
1235	0.4657811312
1236	0.4656740381
1237	0.465565313
1238	0.4654638907
1239	0.4653858618
1240	0.4653203259
1241	0.4652306953
1242	0.4651038984
1243	0.465016323
1244	0.4649010125
1245	0.4648133549
1246	0.4647010627
1247	0.4645932721
1248	0.4644983399
1249	0.464380993
1250	0.464308237
1251	0.4641898247
1252	0.4640930085
1253	0.4639962094
1254	0.4639002238
1255	0.463790791
1256	0.4637113264
1257	0.4636152386
1258	0.463503841
1259	0.4634238226
1260	0.4632803741
1261	0.4632211118
1262	0.4631152158
1263	0.4630228112
1264	0.4629078022
1265	0.4628224413
1266	0.4627349265
1267	0.4626562046
1268	0.4625538581
1269	0.4624401089
1270	0.4623680779
1271	0.4622484391
1272	0.462199221
1273	0.4621020029
1274	0.4619750131
1275	0.4618754074
1276	0.4617790248
1277	0.4616901784
1278	0.4615997617
1279	0.4614817284
1280	0.4613726242
1281	0.4612816774
1282	0.4612018151
1283	0.4611336372
1284	0.4610449414
1285	0.4609622439
1286	0.460879153
1287	0.4607661914
1288	0.4606598138
1289	0.4605592079
1290	0.4604689888
1291	0.4603696847
1292	0.4602623674
1293	0.4601444437
1294	0.4600401255
1295	0.4599504579
1296	0.4598468591
1297	0.4597361195
1298	0.4596348528
1299	0.4595455752
1300	0.4594477325
1301	0.4593629707
1302	0.4592630792
1303	0.4592057457
1304	0.4591226031
1305	0.4590470397
1306	0.4589588877
1307	0.4588716823
1308	0.4587763023
1309	0.458674448
1310	0.4585886101
1311	0.4584834572
1312	0.4584059746
1313	0.4583410046
1314	0.4582617669
1315	0.458164495
1316	0.4580877527
1317	0.4579769787
1318	0.4578804967
1319	0.4578305483
1320	0.4577374407
1321	0.4576590681
1322	0.4575762683
1323	0.4574674
1324	0.4573352554
1325	0.4572567516
1326	0.457166836
1327	0.4570960012
1328	0.4569780462
1329	0.4568860721
1330	0.456801142
1331	0.456719706
1332	0.456631874
1333	0.4565385587
1334	0.456427694
1335	0.4563485522
1336	0.4562299569
1337	0.4561487748
1338	0.4560217804
1339	0.4558940295
1340	0.4558304612
1341	0.4557340971
1342	0.4556520465
1343	0.4555885862
1344	0.4554649327
1345	0.4553772286
1346	0.4553226646
1347	0.4552295914
1348	0.4551617698
1349	0.4550653629
1350	0.4549676642
1351	0.4548733785
1352	0.454796876
1353	0.4546955835
1354	0.4546175798
1355	0.4545324518
1356	0.4544379998
1357	0.4543559296
1358	0.4542567017
1359	0.4541440291
1360	0.454059508
1361	0.4539700994
1362	0.4539052153
1363	0.4538349384
1364	0.4537405319
1365	0.4536610124
1366	0.4536002649
1367	0.4535354103
1368	0.4534636085
1369	0.4533806756
1370	0.4533133508
1371	0.4532136756
1372	0.4531256619
1373	0.4530278527
1374	0.4529253424
1375	0.452851873
1376	0.4527748681
1377	0.4527104055
1378	0.4525860116
1379	0.4524981834
1380	0.4524266934
1381	0.4523356236
1382	0.4522550582
1383	0.4521862432
1384	0.4521069719
1385	0.4519982683
1386	0.4518982368
1387	0.4518179186
1388	0.4517096209
1389	0.4516251848
1390	0.4515217614
1391	0.4514282164
1392	0.4513388148
1393	0.4512262146
1394	0.4511433705
1395	0.451075048
1396	0.4509984232
1397	0.4509154852
1398	0.4508402314
1399	0.4507338703
1400	0.4506469766
1401	0.4505758121
1402	0.4504737699
1403	0.4503827603
1404	0.450276854
1405	0.4501964638
1406	0.4501247286
1407	0.4500506841
1408	0.4499424406
1409	0.4498743314
1410	0.4498087366
1411	0.449709547
1412	0.4496383533
1413	0.4495752843
1414	0.4495017107
1415	0.4494317828
1416	0.4493416653
1417	0.4492743703
1418	0.4491916113
1419	0.44912481
1420	0.4490406084
1421	0.4489387552
1422	0.4488602303
1423	0.4487730684
1424	0.4486803794
1425	0.4486066498
1426	0.4485294761
1427	0.4484583984
1428	0.4483876349
1429	0.4482888966
1430	0.4481831999
1431	0.4480671698
1432	0.4479651807
1433	0.4478767891
1434	0.4478035626
1435	0.4477298491
1436	0.4476545187
1437	0.4475890709
1438	0.4475373316
1439	0.4474566769
1440	0.4473956428
1441	0.4473422608
1442	0.4472590058
1443	0.4471643869
1444	0.4470654813
1445	0.4469790701
1446	0.4468817831
1447	0.446806494
1448	0.4467127082
1449	0.4466453693
1450	0.4465338108
1451	0.4464567004
1452	0.4463909721
1453	0.4463065472
1454	0.4462191479
1455	0.4461674606
1456	0.4460722275
1457	0.4459856998
1458	0.4458750317
1459	0.4457831531
1460	0.4457266539
1461	0.4456539246
1462	0.4455400029
1463	0.44546782
1464	0.4454087026
1465	0.4453288986
1466	0.4452389993
1467	0.4451703348
1468	0.4450863806
1469	0.44499846
1470	0.4449116896
1471	0.4448146845
1472	0.4447462505
1473	0.4446631499
1474	0.4445871278
1475	0.4445155008
1476	0.444450545
1477	0.4443616738
1478	0.4442849361
1479	0.4442113661
1480	0.4441249809
1481	0.4440572379
1482	0.443985137
1483	0.4439013714
1484	0.4438342729
1485	0.4437792743
1486	0.4437068399
1487	0.4436074997
1488	0.443535375
1489	0.4434616225
1490	0.4433620386
1491	0.4432850841
1492	0.4432291924
1493	0.4431623646
1494	0.4430575696
1495	0.4429688362
1496	0.4428719905
1497	0.4427785657
1498	0.4427002319
1499	0.4426129847
1500	0.4425521595
1501	0.4424935646
1502	0.4423961351
1503	0.44233484
1504	0.4422432885
1505	0.4421603071
1506	0.4420894584
1507	0.4420025908
1508	0.4419145317
1509	0.4418200189
1510	0.4417538723
1511	0.4416661353
1512	0.4415763942
1513	0.4414820738
1514	0.441406871
1515	0.4413223389
1516	0.4412417643
