iter	MultiClass
1517	0.4411978423
1518	0.44108878
1519	0.44100874
1520	0.4409274829
1521	0.4408578558
1522	0.4407850695
1523	0.4407240952
1524	0.440687869
1525	0.440636193
1526	0.4405777493
1527	0.4404905186
1528	0.4404095731
1529	0.4403330602
1530	0.4402735346
1531	0.4402071132
1532	0.4401427959
1533	0.4400624161
1534	0.4399743375
1535	0.4398905057
1536	0.4398275195
1537	0.4397651781
1538	0.4396802372
1539	0.4395930076
1540	0.4395462372
1541	0.4394905722
1542	0.4394267826
1543	0.4393443414
1544	0.4392563617
1545	0.4391751362
1546	0.4391102393
1547	0.4390358055
1548	0.4389745121
1549	0.4389167734
1550	0.4388408702
1551	0.4387503416
1552	0.4386698307
1553	0.4385971621
1554	0.4385338302
1555	0.4384573401
1556	0.4383803855
1557	0.4382978129
1558	0.4382351129
1559	0.4381559113
1560	0.438098471
1561	0.4380076472
1562	0.4379378388
1563	0.4378797231
1564	0.4377808169
1565	0.4377013905
1566	0.4376385403
1567	0.4375876115
1568	0.4374874253
1569	0.4374128974
1570	0.4373192499
1571	0.4372592708
1572	0.4371714018
1573	0.4370832175
1574	0.4370100652
1575	0.4369651176
1576	0.4368926064
1577	0.4368281226
1578	0.4367717466
1579	0.4366904514
1580	0.4366297777
1581	0.4365558256
1582	0.4364713533
1583	0.4364004215
1584	0.4363623518
1585	0.4363118616
1586	0.4362521883
1587	0.4362120885
1588	0.4361364451
1589	0.4360355973
1590	0.4359638129
1591	0.4358999338
1592	0.4358115241
1593	0.4357089978
1594	0.4356271962
1595	0.4355716201
1596	0.4355136572
1597	0.4354424458
1598	0.4353761993
1599	0.435330168
1600	0.4352564832
1601	0.4351796095
1602	0.4351133123
1603	0.4350598449
1604	0.4349941425
1605	0.4349216973
1606	0.4348432064
1607	0.4347800569
1608	0.4347163926
1609	0.4346345562
1610	0.4345774966
1611	0.4344834534
1612	0.4344010681
1613	0.4343462625
1614	0.434304217
1615	0.4342441563
1616	0.4341667268
1617	0.4340990243
1618	0.4340320592
1619	0.4339365107
1620	0.4338742281
1621	0.4338183447
1622	0.4337491234
1623	0.4336768692
1624	0.4336143282
1625	0.4335398992
1626	0.43348337
1627	0.4334048545
1628	0.4333417312
1629	0.4332538243
1630	0.433172826
1631	0.4331196948
1632	0.433072778
1633	0.4329962111
1634	0.4329073525
1635	0.4328250575
1636	0.4327231189
1637	0.432673349
1638	0.4325918661
1639	0.4325315425
1640	0.4324582673
1641	0.4323726417
1642	0.4323062757
1643	0.4322489179
1644	0.4321882941
1645	0.4321036857
1646	0.4320242756
1647	0.4319416791
1648	0.4318746002
1649	0.4318078219
1650	0.4317619537
1651	0.4316959504
1652	0.4316080102
1653	0.4315420784
1654	0.4314954782
1655	0.4314394013
1656	0.431350701
1657	0.4312829066
1658	0.4312044502
1659	0.4311211138
1660	0.4310450008
1661	0.4309330172
1662	0.4308635544
1663	0.4307997877
1664	0.4307220203
1665	0.4306616447
1666	0.4306060437
1667	0.4305300406
1668	0.4304690873
1669	0.4303909141
1670	0.4303049053
1671	0.4302466472
1672	0.4301743176
1673	0.430118984
1674	0.4300506791
1675	0.4299985302
1676	0.4299288388
1677	0.429829319
1678	0.4297474074
1679	0.4296643036
1680	0.4295824958
1681	0.4295046505
1682	0.4294605316
1683	0.4293867278
1684	0.4293267628
1685	0.4292827995
1686	0.4292007083
1687	0.4291250453
1688	0.4290621698
1689	0.4290070605
1690	0.4289274472
1691	0.4288676894
1692	0.4287864331
1693	0.4287096993
1694	0.4286269952
1695	0.428558875
1696	0.4284964327
1697	0.4284352995
1698	0.428350731
1699	0.4282652766
1700	0.4281754572
1701	0.4281123185
1702	0.4280365497
1703	0.4279611347
1704	0.4279004023
1705	0.4278355613
1706	0.4277409172
1707	0.4276787917
1708	0.4275997274
1709	0.4275465376
1710	0.4274836522
1711	0.4274185512
1712	0.4273665493
1713	0.4273056971
1714	0.427248513
1715	0.427189026
1716	0.4271422305
1717	0.4270652465
1718	0.4270179676
1719	0.4269678045
1720	0.426902325
1721	0.4268071562
1722	0.4267375309
1723	0.4266656681
1724	0.4265753027
1725	0.4265046643
1726	0.4264444785
1727	0.4263801023
1728	0.4262972974
1729	0.4262258105
1730	0.4261410069
1731	0.4260645379
1732	0.4260030915
1733	0.4259243991
1734	0.4258535958
1735	0.4257914419
1736	0.4257263451
1737	0.4256761359
1738	0.4256156819
1739	0.425534505
1740	0.4254583124
1741	0.4253577876
1742	0.4252787761
1743	0.4252175312
1744	0.4251563979
