iter	Passed	Remaining
834	611	666
835	612	665
836	613	665
837	613	664
838	614	663
839	615	662
840	615	661
841	616	661
842	617	660
843	617	659
844	618	658
845	619	658
846	620	657
847	621	656
848	621	656
849	622	655
850	623	654
851	624	654
852	624	653
853	626	653
854	627	653
855	628	652
856	628	651
857	629	650
858	630	650
859	631	649
860	631	648
861	632	647
862	633	647
863	633	646
864	634	645
865	635	644
866	636	644
867	636	643
868	637	642
869	638	641
870	639	641
871	639	640
872	640	639
873	641	638
874	642	638
875	642	637
876	643	636
877	644	636
878	645	635
879	645	634
880	646	634
881	647	633
882	647	632
883	648	631
884	649	631
885	650	630
886	650	629
887	651	628
888	652	627
889	652	627
890	653	626
891	654	625
892	655	625
893	655	624
894	656	623
895	657	622
896	657	621
897	658	621
898	659	620
899	660	619
900	660	618
901	661	618
902	662	617
903	663	616
904	663	616
905	664	615
906	665	614
907	665	613
908	667	613
909	668	612
910	668	612
911	669	611
912	670	610
913	670	610
914	671	609
915	672	608
916	673	607
917	673	607
918	674	606
919	675	605
920	676	604
921	676	604
922	677	603
923	678	602
924	679	602
925	679	601
926	680	600
927	681	599
928	682	599
929	682	598
930	683	597
931	684	596
932	684	596
933	685	595
934	686	594
935	687	593
936	687	593
937	688	592
938	689	591
939	689	590
940	690	589
941	691	589
942	691	588
943	692	587
944	693	586
945	694	586
946	694	585
947	695	584
948	696	584
949	696	583
950	697	582
951	698	581
952	699	581
953	699	580
954	700	579
955	701	578
956	702	578
957	703	577
958	703	576
959	704	576
960	705	575
961	706	574
962	707	574
963	707	573
964	708	572
965	709	571
966	710	571
967	710	570
968	711	569
969	712	569
970	713	568
971	713	567
972	714	567
973	715	566
974	716	565
975	717	564
976	717	564
977	718	563
978	719	562
979	719	561
980	720	561
981	721	560
982	722	559
983	723	559
984	724	558
985	725	558
986	726	557
987	727	557
988	727	556
989	728	555
990	729	555
991	730	554
992	730	553
993	731	552
994	732	551
995	733	551
996	733	550
997	734	549
998	735	549
999	736	548
1000	736	547
1001	737	546
1002	738	546
1003	738	545
1004	739	544
1005	740	543
1006	740	542
1007	741	542
1008	742	541
1009	743	540
1010	743	540
1011	744	539
1012	745	538
1013	745	537
1014	746	537
1015	747	536
1016	748	535
1017	748	534
1018	749	534
1019	750	533
1020	751	532
1021	751	531
1022	752	531
1023	753	530
1024	753	529
1025	754	528
1026	755	528
1027	756	527
1028	757	526
1029	757	526
1030	758	525
1031	759	524
1032	760	523
1033	760	523
1034	761	522
1035	762	521
1036	763	520
1037	763	520
1038	764	519
1039	765	518
1040	765	517
1041	766	517
1042	767	516
1043	767	515
1044	768	514
1045	769	514
1046	770	513
1047	770	512
1048	771	511
1049	772	511
1050	773	510
1051	773	509
1052	774	508
1053	775	508
1054	775	507
1055	776	506
1056	777	505
1057	778	505
1058	778	504
1059	779	503
1060	780	503
1061	781	502
1062	781	501
1063	782	500
1064	783	500
1065	784	499
1066	784	498
1067	785	498
1068	786	497
1069	787	496
1070	787	495
1071	788	495
1072	789	494
1073	790	493
1074	790	492
1075	791	492
1076	792	491
1077	793	490
1078	793	489
1079	794	489
1080	795	488
1081	795	487
1082	796	487
1083	797	486
1084	798	485
1085	798	484
1086	799	484
1087	800	483
1088	801	482
1089	801	481
1090	802	481
1091	803	480
1092	804	479
1093	804	478
1094	805	478
1095	806	477
1096	806	476
1097	807	475
1098	808	475
1099	809	474
1100	809	473
1101	810	472
1102	811	472
1103	811	471
1104	812	470
1105	813	469
1106	813	469
1107	814	468
1108	815	467
1109	816	466
1110	817	466
1111	817	465
1112	818	464
1113	819	464
1114	820	463
1115	821	462
1116	822	462
1117	822	461
1118	823	460
1119	824	460
1120	825	459
1121	825	458
1122	826	457
1123	827	456
1124	827	456
1125	828	455
1126	829	454
1127	829	453
1128	830	453
1129	831	452
1130	832	451
1131	832	450
1132	833	450
1133	834	449
1134	834	448
1135	835	448
1136	836	447
1137	837	446
1138	838	445
1139	838	445
1140	839	444
1141	840	443
1142	841	442
1143	841	442
1144	842	441
1145	843	440
1146	843	439
1147	844	439
1148	845	438
1149	846	437
1150	846	436
1151	847	436
1152	848	435
1153	848	434
1154	849	434
1155	850	433
1156	851	432
1157	851	431
1158	852	431
1159	853	430
1160	853	429
1161	854	428
1162	855	427
1163	855	427
1164	856	426
1165	857	425
1166	857	424
1167	858	424
1168	859	423
1169	859	422
1170	860	421
1171	861	421
1172	862	420
1173	862	419
1174	863	418
1175	864	418
1176	865	417
1177	865	416
1178	866	415
1179	867	415
1180	867	414
1181	868	413
1182	869	413
1183	870	412
1184	870	411
1185	871	410
1186	872	410
1187	873	409
1188	873	408
1189	874	407
1190	875	407
1191	875	406
1192	876	405
1193	877	404
1194	877	404
1195	878	403
1196	879	402
1197	880	401
1198	880	401
1199	881	400
1200	882	399
1201	883	398
1202	883	398
1203	884	397
1204	885	396
1205	885	395
1206	886	395
1207	887	394
1208	887	393
1209	888	392
1210	889	392
1211	890	391
1212	890	390
1213	891	389
1214	892	389
1215	892	388
1216	893	387
1217	894	386
1218	895	386
1219	895	385
1220	896	384
1221	897	384
1222	898	383
1223	898	382
1224	899	381
1225	900	381
1226	901	380
1227	901	379
1228	902	378
1229	903	378
1230	903	377
1231	904	376
1232	905	375
1233	906	375
1234	906	374
1235	907	373
1236	908	372
1237	908	372
1238	909	371
1239	910	370
1240	911	369
1241	911	369
1242	912	368
1243	913	367
1244	913	367
1245	914	366
1246	915	365
1247	916	364
1248	917	364
1249	917	363
1250	918	362
1251	919	361
1252	919	361
1253	920	360
1254	921	359
1255	922	359
1256	922	358
1257	923	357
1258	924	356
1259	925	356
1260	926	355
1261	926	354
1262	927	353
1263	928	353
1264	928	352
1265	929	351
1266	930	350
1267	931	350
1268	931	349
1269	932	348
1270	933	348
1271	933	347
1272	934	346
1273	935	345
1274	936	345
1275	936	344
1276	937	343
1277	938	342
1278	939	342
1279	939	341
1280	940	340
1281	941	339
1282	942	339
1283	942	338
1284	943	337
1285	944	337
1286	944	336
1287	945	335
1288	946	334
1289	947	334
1290	947	333
1291	948	332
1292	949	331
1293	949	331
1294	950	330
1295	951	329
1296	952	328
1297	952	328
1298	953	327
1299	954	326
1300	955	326
1301	956	325
1302	956	324
1303	957	323
1304	958	323
1305	958	322
1306	959	321
1307	960	320
1308	961	320
1309	961	319
1310	962	318
1311	963	317
1312	964	317
1313	964	316
1314	965	315
1315	966	314
1316	967	314
1317	967	313
1318	968	312
1319	969	312
1320	969	311
1321	970	310
1322	971	309
1323	972	309
1324	972	308
1325	973	307
1326	974	306
1327	974	306
1328	975	305
1329	976	304
1330	977	303
1331	977	303
1332	978	302
1333	979	301
1334	980	301
1335	980	300
1336	981	299
1337	982	298
1338	983	298
1339	984	297
1340	984	296
1341	985	295
1342	986	295
1343	986	294
1344	987	293
1345	988	292
1346	989	292
1347	989	291
1348	990	290
1349	991	289
1350	991	289
1351	992	288
1352	993	287
1353	994	287
1354	994	286
1355	995	285
1356	996	284
1357	996	284
1358	997	283
1359	998	282
1360	998	281
1361	999	281
1362	1000	280
1363	1001	279
1364	1001	278
1365	1002	278
1366	1003	277
1367	1003	276
1368	1004	275
1369	1005	275
1370	1005	274
1371	1006	273
1372	1007	272
1373	1007	272
1374	1008	271
1375	1009	270
1376	1010	270
1377	1011	269
1378	1011	268
1379	1012	267
1380	1013	267
1381	1014	266
1382	1014	265
1383	1015	264
1384	1016	264
1385	1016	263
1386	1017	262
1387	1018	261
1388	1019	261
1389	1019	260
1390	1020	259
1391	1021	258
1392	1022	258
1393	1023	257
1394	1024	256
1395	1024	256
1396	1025	255
1397	1026	254
1398	1027	254
1399	1027	253
1400	1028	252
1401	1029	251
1402	1029	251
1403	1030	250
1404	1031	249
1405	1031	248
1406	1032	248
1407	1033	247
1408	1034	246
1409	1034	245
1410	1035	245
1411	1036	244
1412	1037	243
1413	1038	243
1414	1039	242
1415	1039	241
1416	1040	240
1417	1041	240
1418	1042	239
1419	1042	238
1420	1043	237
1421	1044	237
1422	1045	236
1423	1045	235
1424	1046	235
1425	1047	234
1426	1047	233
1427	1048	232
1428	1049	232
1429	1050	231
1430	1050	230
1431	1051	229
1432	1052	229
1433	1052	228
1434	1053	227
1435	1054	226
1436	1054	226
1437	1055	225
1438	1056	224
1439	1057	223
1440	1057	223
1441	1058	222
1442	1059	221
1443	1059	220
1444	1060	220
1445	1061	219
1446	1061	218
1447	1062	217
1448	1063	217
1449	1064	216
1450	1064	215
1451	1065	215
1452	1066	214
1453	1067	213
1454	1067	212
1455	1068	212
1456	1069	211
1457	1069	210
1458	1070	209
1459	1071	209
1460	1072	208
1461	1072	207
1462	1073	206
1463	1074	206
1464	1075	205
1465	1075	204
1466	1076	204
1467	1077	203
1468	1078	202
1469	1078	201
1470	1079	201
1471	1080	200
1472	1081	199
1473	1081	198
1474	1082	198
1475	1083	197
1476	1084	196
1477	1084	195
1478	1085	195
1479	1086	194
1480	1087	193
1481	1087	193
1482	1088	192
1483	1089	191
1484	1089	190
1485	1090	190
1486	1091	189
1487	1092	188
1488	1092	187
1489	1093	187
1490	1094	186
1491	1094	185
1492	1095	184
1493	1096	184
1494	1096	183
1495	1097	182
1496	1098	181
1497	1098	181
1498	1099	180
1499	1100	179
1500	1101	178
1501	1101	178
1502	1102	177
1503	1103	176
1504	1104	176
1505	1104	175
1506	1105	174
1507	1106	173
1508	1106	173
1509	1107	172
1510	1108	171
1511	1109	170
1512	1109	170
1513	1110	169
1514	1111	168
1515	1112	167
1516	1112	167
1517	1113	166
1518	1114	165
1519	1114	165
1520	1115	164
1521	1116	163
1522	1117	162
1523	1117	162
1524	1118	161
1525	1119	160
1526	1119	159
1527	1120	159
1528	1121	158
1529	1122	157
1530	1122	156
1531	1123	156
1532	1124	155
1533	1125	154
1534	1125	154
1535	1126	153
1536	1127	152
1537	1128	151
1538	1128	151
1539	1129	150
1540	1130	149
1541	1131	148
1542	1131	148
1543	1132	147
1544	1133	146
1545	1134	145
1546	1134	145
1547	1135	144
1548	1136	143
1549	1136	143
1550	1137	142
1551	1138	141
1552	1139	140
1553	1139	140
1554	1140	139
1555	1141	138
1556	1141	137
1557	1142	137
1558	1143	136
1559	1144	135
1560	1144	134
1561	1145	134
1562	1146	133
1563	1147	132
1564	1147	132
1565	1148	131
1566	1149	130
1567	1150	129
1568	1150	129
1569	1151	128
1570	1152	127
1571	1152	126
1572	1153	126
1573	1154	125
1574	1154	124
1575	1155	123
1576	1156	123
1577	1157	122
1578	1157	121
1579	1158	120
1580	1159	120
1581	1160	119
1582	1160	118
1583	1161	118
1584	1162	117
1585	1163	116
1586	1163	115
1587	1164	115
1588	1165	114
1589	1166	113
1590	1166	112
1591	1167	112
1592	1168	111
1593	1168	110
1594	1169	109
1595	1170	109
1596	1171	108
1597	1171	107
1598	1172	107
1599	1173	106
1600	1174	105
1601	1174	104
1602	1175	104
1603	1176	103
1604	1176	102
1605	1177	101
1606	1178	101
1607	1179	100
1608	1179	99
1609	1180	98
1610	1181	98
1611	1182	97
1612	1183	96
1613	1183	96
1614	1184	95
1615	1185	94
1616	1186	93
1617	1186	93
1618	1187	92
1619	1188	91
1620	1188	90
1621	1189	90
1622	1190	89
1623	1191	88
1624	1191	88
1625	1192	87
1626	1193	86
1627	1193	85
1628	1194	85
1629	1195	84
1630	1195	83
1631	1196	82
1632	1197	82
1633	1198	81
1634	1198	80
1635	1199	79
1636	1200	79
1637	1200	78
1638	1201	77
1639	1202	76
1640	1203	76
1641	1203	75
1642	1204	74
1643	1205	74
1644	1205	73
1645	1206	72
1646	1207	71
1647	1208	71
1648	1208	70
1649	1209	69
1650	1210	68
1651	1211	68
1652	1211	67
1653	1212	66
1654	1213	65
1655	1213	65
1656	1214	64
1657	1215	63
1658	1216	63
1659	1216	62
1660	1217	61
1661	1218	60
1662	1218	60
1663	1219	59
1664	1220	58
1665	1220	57
1666	1221	57
1667	1222	56
1668	1223	55
1669	1223	54
1670	1224	54
1671	1225	53
1672	1225	52
1673	1226	52
1674	1227	51
1675	1228	50
1676	1229	49
1677	1229	49
1678	1230	48
1679	1231	47
1680	1231	46
1681	1232	46
1682	1233	45
1683	1234	44
1684	1235	43
1685	1235	43
1686	1236	42
1687	1237	41
1688	1237	41
1689	1238	40
1690	1239	39
1691	1240	38
1692	1240	38
1693	1241	37
1694	1242	36
1695	1242	35
1696	1243	35
1697	1244	34
1698	1245	33
1699	1245	32
1700	1246	32
1701	1247	31
1702	1248	30
1703	1248	30
1704	1249	29
1705	1250	28
1706	1251	27
1707	1252	27
1708	1252	26
1709	1253	25
1710	1254	24
1711	1254	24
1712	1255	23
1713	1256	22
1714	1257	21
1715	1258	21
1716	1258	20
1717	1259	19
1718	1260	19
1719	1260	18
1720	1261	17
1721	1262	16
1722	1263	16
1723	1263	15
1724	1264	14
1725	1265	13
1726	1265	13
1727	1266	12
1728	1267	11
1729	1268	10
1730	1268	10
1731	1269	9
1732	1270	8
1733	1271	8
1734	1271	7
1735	1272	6
1736	1273	5
1737	1274	5
1738	1274	4
1739	1275	3
1740	1276	2
1741	1276	2
1742	1277	1
1743	1278	0
1744	1279	0
