iter	RMSE
404	3567.937314
405	3565.221451
406	3559.474306
407	3557.555965
408	3555.757348
409	3553.256047
410	3549.995363
411	3545.534204
412	3544.19894
413	3543.174994
414	3541.771775
415	3540.806033
416	3538.446197
417	3535.79767
418	3533.251409
419	3533.09232
420	3531.031702
421	3528.93927
422	3528.524096
423	3527.250682
424	3525.763085
425	3522.689462
426	3518.130835
427	3517.948654
428	3516.78708
429	3512.927451
430	3511.121677
431	3510.681359
432	3507.651551
433	3506.212395
434	3503.075158
435	3499.24668
436	3494.258329
437	3492.74667
438	3492.54099
439	3491.610853
440	3489.065206
441	3488.0289
442	3486.690331
443	3486.582338
444	3484.345909
445	3483.649507
446	3483.495083
447	3481.879796
448	3480.682035
449	3479.349078
450	3479.037837
451	3475.358784
452	3474.49209
453	3471.631908
454	3470.369747
455	3468.585546
456	3467.675153
457	3463.354338
458	3462.169804
459	3460.474043
460	3459.446532
461	3457.979756
462	3457.0449
463	3456.321068
464	3456.051287
465	3453.662363
466	3451.016
467	3450.797174
468	3450.650845
469	3447.422493
470	3446.884922
471	3445.949573
472	3444.107318
473	3443.183201
474	3442.512781
475	3440.552282
476	3440.432281
477	3438.998257
478	3435.705141
479	3434.969994
480	3432.165578
481	3429.930158
482	3428.26228
483	3427.057958
484	3426.706838
485	3425.95825
486	3425.321109
487	3424.081093
488	3420.728829
489	3417.559024
490	3417.226975
491	3416.242381
492	3414.128987
493	3410.05441
494	3409.389609
495	3404.076912
496	3403.539476
497	3401.679758
498	3401.601142
499	3400.834609
500	3400.224743
501	3395.203902
502	3393.734753
503	3392.360904
504	3389.163785
505	3388.524192
506	3387.517778
507	3384.44236
508	3381.872237
509	3379.440354
510	3376.299169
511	3375.863072
512	3372.84899
513	3370.845354
514	3369.011863
515	3367.680774
516	3364.849128
517	3361.940981
518	3358.008486
519	3354.214975
520	3349.576465
521	3348.811061
522	3348.250337
523	3345.451882
524	3345.057519
525	3342.78097
526	3340.15654
527	3339.887408
528	3339.082105
529	3337.628096
530	3335.917135
531	3334.905819
532	3333.665543
533	3332.923181
534	3331.15153
535	3327.220934
536	3324.303373
537	3323.491714
538	3320.687287
539	3318.252727
540	3316.474518
541	3315.622206
542	3314.260419
543	3310.957034
544	3309.763331
545	3309.539592
546	3305.456269
547	3302.786803
548	3299.271583
549	3296.173113
550	3294.200578
551	3290.484776
552	3289.497379
553	3286.330719
554	3285.834423
555	3284.868199
556	3283.546388
557	3283.147678
558	3278.744786
559	3278.131439
560	3277.464698
561	3276.548456
562	3275.19685
563	3270.851447
564	3269.866976
565	3269.067152
566	3268.964983
567	3265.90993
568	3265.370542
569	3263.694071
570	3260.211929
571	3259.820298
572	3258.677787
573	3258.170104
574	3254.851119
575	3253.394874
576	3250.196633
577	3249.880454
578	3248.764369
579	3247.876378
580	3244.764749
581	3244.246974
582	3243.646916
583	3242.45942
584	3241.763488
585	3241.404226
586	3240.143754
587	3239.031507
588	3238.068375
589	3235.432579
590	3235.129105
591	3234.556099
592	3232.435127
593	3231.55947
594	3230.932494
595	3228.973119
596	3228.821654
597	3228.198929
598	3226.650297
599	3226.248196
600	3222.280825
601	3221.902531
602	3220.828322
603	3220.227829
604	3218.820649
605	3217.367772
606	3216.631332
607	3215.805954
608	3215.013849
609	3213.61136
610	3212.034847
611	3211.706087
612	3211.014511
613	3209.404837
614	3206.856345
615	3204.60009
616	3202.421784
617	3201.680613
618	3200.889174
619	3198.679615
620	3195.633308
621	3194.917931
622	3192.545053
623	3191.047358
624	3190.723696
625	3190.096076
626	3189.449208
627	3186.423261
628	3185.331897
629	3184.263739
630	3182.194502
631	3181.780549
632	3179.056863
633	3178.870525
634	3177.451163
635	3177.127276
636	3176.938116
637	3174.709228
638	3171.68876
639	3171.041401
640	3170.024787
641	3169.410452
642	3168.067033
643	3167.049436
644	3166.49565
645	3165.634705
646	3164.820127
647	3164.024911
648	3163.259713
649	3163.082524
650	3162.794404
651	3162.512238
652	3161.735874
653	3161.222981
654	3158.908793
655	3158.469999
656	3157.885394
657	3155.866606
658	3155.187042
659	3155.113304
660	3154.569262
661	3153.094274
662	3152.952566
663	3152.083844
664	3151.164658
665	3149.778826
666	3149.412312
667	3148.884045
668	3148.410127
669	3147.986157
670	3145.454867
671	3142.602856
672	3140.703926
673	3139.482824
674	3137.035765
675	3136.077155
676	3135.537515
677	3133.600246
678	3131.138822
679	3130.257706
680	3129.523875
681	3129.450876
682	3127.224623
683	3126.064882
684	3125.526852
685	3124.677037
686	3123.810446
687	3123.234616
688	3121.59165
689	3118.242407
690	3115.756639
691	3112.832469
692	3112.445066
693	3110.499535
694	3110.014877
695	3109.571308
696	3106.154152
697	3105.076145
698	3104.725469
699	3104.198238
700	3102.36137
701	3101.884958
702	3100.984961
703	3099.475837
704	3098.785792
705	3096.089653
706	3095.599808
707	3094.414116
708	3094.14389
709	3090.231932
710	3089.727813
711	3088.883444
712	3088.248506
713	3085.097918
714	3082.282364
715	3081.356798
716	3080.69412
717	3080.366807
718	3079.92519
719	3078.210105
720	3077.501471
721	3074.968848
722	3073.171997
723	3072.008147
724	3070.233853
725	3069.187435
726	3068.54957
727	3067.999254
728	3067.374776
729	3067.060963
730	3065.560242
731	3063.587663
732	3063.357365
733	3063.136077
734	3062.468676
735	3062.170631
736	3062.086218
737	3060.332075
738	3059.480692
739	3057.447911
740	3056.852371
741	3055.812334
742	3054.536373
743	3053.952369
744	3053.274744
745	3053.113317
746	3051.602808
747	3050.401005
748	3048.600862
749	3047.388665
750	3046.910983
751	3046.600318
752	3045.841723
753	3041.916495
754	3039.697023
755	3039.140311
756	3037.730236
757	3037.643824
758	3035.735792
759	3034.932294
760	3033.954641
761	3033.752232
762	3032.931069
763	3030.612614
764	3029.061448
765	3027.069587
766	3026.530113
767	3026.437973
768	3025.451068
769	3023.43289
770	3022.483603
771	3022.119001
772	3021.677455
773	3021.057241
774	3019.495823
775	3017.61539
776	3017.091343
777	3016.444605
778	3014.656014
779	3013.853534
780	3013.155379
781	3010.691693
782	3009.146777
783	3007.436932
784	3006.928552
785	3003.026897
786	3000.938746
787	2999.673387
788	2998.788102
789	2998.516274
790	2998.020702
791	2996.496299
792	2995.862346
793	2995.469934
794	2995.346891
795	2993.683835
796	2992.147168
797	2991.891957
798	2991.395671
799	2991.285596
800	2989.993884
801	2988.262431
802	2987.681145
803	2985.122525
804	2983.916223
805	2980.21027
806	2979.513729
807	2979.183432
808	2978.781584
809	2978.441341
810	2978.063959
811	2977.661422
812	2977.405012
813	2975.075684
814	2973.360756
815	2972.878098
816	2972.690267
817	2972.601896
818	2970.481183
819	2970.39925
820	2968.971701
821	2968.498014
822	2967.305372
823	2967.120124
824	2966.129889
825	2964.737348
826	2962.851255
827	2961.84119
828	2961.224861
829	2959.359108
830	2958.871693
831	2958.714552
832	2956.951951
833	2956.021618
834	2955.919651
835	2954.011167
836	2953.371252
837	2952.255058
838	2951.818136
839	2951.639588
840	2951.024677
841	2950.459528
842	2950.034188
843	2948.134849
844	2947.855025
845	2947.49557
846	2945.904876
847	2945.314269
848	2944.760971
849	2944.280316
850	2942.782108
851	2942.427996
852	2942.068869
853	2939.546006
854	2938.842151
855	2937.755593
856	2936.887842
857	2935.416065
858	2934.959438
859	2934.808506
860	2934.456621
861	2933.819663
862	2931.661063
863	2931.387084
864	2928.757928
865	2928.349824
866	2927.951404
867	2927.215915
868	2925.307771
869	2924.169718
870	2923.597318
871	2923.257989
872	2922.669627
873	2922.291129
874	2921.843224
875	2921.331965
876	2918.935191
877	2918.493925
878	2918.163311
879	2917.773246
880	2917.429209
881	2916.793164
882	2916.329782
883	2915.214353
884	2914.453604
885	2913.093529
886	2912.556642
887	2912.174614
888	2911.754438
889	2907.979655
890	2907.620214
891	2906.196446
892	2905.826745
893	2903.872895
894	2903.391561
895	2902.874045
896	2902.469168
897	2902.11695
898	2901.643657
899	2899.921105
900	2899.012116
901	2898.372302
902	2897.777799
903	2897.181788
904	2896.60752
905	2895.517213
906	2895.305836
907	2894.975268
908	2894.932599
909	2893.266995
910	2892.943893
911	2892.403388
912	2890.502097
913	2888.611062
914	2888.11422
915	2887.270818
916	2885.04594
917	2884.752623
918	2884.170642
919	2882.465606
920	2880.71765
921	2878.887159
922	2877.926697
923	2876.902188
924	2876.610595
925	2876.517283
926	2876.225306
927	2874.937381
928	2873.330415
929	2873.056729
930	2872.44613
931	2872.24798
932	2869.264583
933	2867.230108
934	2863.752477
935	2863.224005
936	2859.688063
937	2858.190613
938	2856.493731
939	2855.851249
940	2853.052524
941	2852.608245
942	2852.280478
943	2852.005601
944	2851.841708
945	2850.135877
946	2849.264254
947	2848.657707
948	2848.321188
949	2847.845588
950	2847.228911
951	2845.655978
952	2845.112913
953	2843.790025
954	2842.302492
955	2840.303537
956	2839.876722
957	2838.864701
958	2837.944773
959	2836.613581
960	2835.403214
961	2834.838418
962	2833.128764
963	2831.768699
964	2830.031093
965	2829.661225
966	2828.506565
967	2827.962373
968	2825.883143
969	2825.341421
970	2824.492576
971	2824.177498
972	2822.727413
973	2822.158018
974	2821.271506
975	2819.718577
976	2819.661556
977	2819.494117
978	2818.286917
979	2817.559816
980	2816.243956
981	2815.462456
982	2815.08892
983	2814.958228
984	2814.635702
985	2812.361408
986	2812.065443
987	2810.374711
988	2808.465907
989	2808.278593
990	2807.437922
991	2806.764154
992	2804.152711
993	2803.811151
994	2803.567301
995	2802.059448
996	2800.443904
997	2799.692958
998	2797.221902
999	2796.521148
