iter	Logloss
505	0.1455204077
506	0.1453571963
507	0.1452964896
508	0.1451036955
509	0.144954994
510	0.1448195903
511	0.1445548097
512	0.144143017
513	0.144037126
514	0.1438763359
515	0.1437271404
516	0.1435143769
517	0.1435107475
518	0.1433412217
519	0.1431889827
520	0.1430872832
521	0.1430194147
522	0.142825866
523	0.1427538237
524	0.1424270642
525	0.1422373747
526	0.1421212201
527	0.1420635683
528	0.1420551918
529	0.1419286686
530	0.1418461293
531	0.1417695369
532	0.1415088207
533	0.1413019358
534	0.1410516722
535	0.1409220956
536	0.1407279003
537	0.14056398
538	0.1403937991
539	0.1403121703
540	0.1401992862
541	0.1399824235
542	0.1398776658
543	0.1396063682
544	0.139423657
545	0.1392642713
546	0.1391795172
547	0.139095753
548	0.1388324005
549	0.1386772064
550	0.1385221237
551	0.1385017498
552	0.138438131
553	0.1383054665
554	0.1381795439
555	0.1380219271
556	0.1379698164
557	0.1377350871
558	0.137547857
559	0.1374322668
560	0.1374180982
561	0.1373760084
562	0.137086299
563	0.1368541093
564	0.1368491154
565	0.1367376161
566	0.1366242858
567	0.1365180393
568	0.1361779329
569	0.1360952577
570	0.1359759922
571	0.1358439201
572	0.1356989157
573	0.1354662257
574	0.1353235349
575	0.1353167246
576	0.1351798679
577	0.1351702468
578	0.1349720725
579	0.1348391297
580	0.1346858028
581	0.134571378
582	0.1344420501
583	0.1343195228
584	0.1342008141
585	0.1341012999
586	0.1340793992
587	0.1337921912
588	0.1337331905
589	0.1335759496
590	0.1333010709
591	0.1331876398
592	0.1330386461
593	0.1328294896
594	0.1326106665
595	0.132428259
596	0.1324237524
597	0.132292888
598	0.1321352319
599	0.1319675575
600	0.1317744193
601	0.131745486
602	0.1315639484
603	0.1314764774
604	0.1312785821
605	0.1311717073
606	0.1310335544
607	0.1309413008
608	0.1308364419
609	0.1306975738
610	0.1305452953
611	0.1301934059
612	0.130073529
613	0.1299629097
614	0.1298531308
615	0.1297507704
616	0.1296316032
617	0.129517234
618	0.1294138917
619	0.1292436107
620	0.1289956211
621	0.1287701779
622	0.1286204755
623	0.1284123914
624	0.1281640952
625	0.1280129806
626	0.1278294618
627	0.1277369476
628	0.1276457501
629	0.1273247911
630	0.1272619133
631	0.1270920647
632	0.1269761614
633	0.1268487415
634	0.12674013
635	0.1267367174
636	0.126683585
637	0.1265549655
638	0.1263718898
639	0.1261001288
640	0.1259954208
641	0.125904614
642	0.125788287
643	0.1257135481
644	0.1256151963
645	0.1254942427
646	0.125280873
647	0.1250074832
648	0.1248679187
649	0.1247273964
650	0.1245555254
651	0.1245111769
652	0.1243020445
653	0.124263159
654	0.1241522017
655	0.1240271357
656	0.1236712353
657	0.1235594993
658	0.1233736556
659	0.1232601703
660	0.123256755
661	0.1231217243
662	0.1230187323
663	0.1228906075
664	0.1228622796
665	0.122663159
666	0.1224860935
667	0.1222961558
668	0.1222176302
669	0.1221262081
670	0.121959639
671	0.1218252477
672	0.1216519055
673	0.1215133107
674	0.1213658737
675	0.1212837225
676	0.1212090465
677	0.1210910705
678	0.1209371232
679	0.1208184208
680	0.120749159
681	0.1206713717
682	0.1205936863
683	0.1204364918
684	0.1203638557
685	0.1202308343
686	0.1202162831
687	0.1200856833
688	0.12007808
689	0.1199907779
690	0.1198088966
691	0.1195490466
692	0.1194476232
693	0.1192614224
694	0.1192106274
695	0.1191019572
696	0.1189914308
697	0.1188423824
698	0.1186970757
699	0.1185572992
700	0.1184513165
701	0.1184448896
702	0.1183045201
703	0.1181632808
704	0.1179868652
705	0.1178654129
706	0.1177972256
707	0.1177386357
708	0.1175856334
709	0.1175016911
710	0.1173929509
711	0.117256666
712	0.1170548195
713	0.1168605355
714	0.1168484294
715	0.1167872569
716	0.1167135324
717	0.1165918973
718	0.1165816614
719	0.1163524979
720	0.1163475592
721	0.1162932772
722	0.1162651489
723	0.1161527142
724	0.115978766
725	0.1158379514
726	0.1156445646
727	0.1153555524
728	0.1152726781
729	0.1151586139
730	0.1151009648
731	0.114980733
732	0.1148103285
733	0.1146205834
734	0.114535768
735	0.1145307438
736	0.1144038211
737	0.1143632335
738	0.1143082683
739	0.1142646406
740	0.1142526909
741	0.1141200226
742	0.1141147744
743	0.1139781743
744	0.1138767718
745	0.1137231778
746	0.1136401585
747	0.11354994
748	0.1133928605
749	0.1133861835
750	0.1132804451
751	0.1130096554
752	0.1127774136
753	0.1127691563
754	0.1126709072
755	0.1126178765
756	0.112520528
757	0.1123575513
758	0.1123202742
759	0.1122006521
760	0.1121286138
761	0.1120558321
762	0.1120362365
763	0.1118727239
764	0.1116946089
765	0.1115874554
766	0.1115718181
767	0.1114074231
768	0.1113308698
769	0.1112046117
770	0.1111213754
771	0.1110741007
772	0.1109612016
773	0.1108582702
774	0.1106138589
775	0.1105191022
776	0.1104633556
777	0.1103157104
778	0.1103084591
779	0.1102428052
780	0.1100800201
781	0.1099595334
782	0.1098338477
783	0.1097657018
784	0.1096301447
785	0.1096155371
786	0.1095452386
787	0.1094090766
788	0.1092959613
789	0.1091223944
790	0.1090039101
791	0.1088603471
792	0.1087457335
793	0.1085465083
794	0.108516294
795	0.108470625
796	0.1083649482
797	0.1082373093
798	0.1081101772
799	0.1079464121
800	0.1078804907
801	0.1078454878
802	0.1077830258
803	0.1076958926
804	0.1076890537
805	0.107490237
806	0.1074821911
807	0.107387422
808	0.1072497721
809	0.1072037681
810	0.106991429
811	0.1068756918
812	0.1067844752
813	0.1067786377
814	0.1067189395
815	0.1065869104
816	0.1064700148
817	0.1063089486
818	0.1062267548
819	0.1061068844
820	0.1060265409
821	0.1059469638
822	0.1058120194
823	0.1057578603
824	0.1056867099
825	0.1055478346
826	0.105439976
827	0.1053187621
828	0.1052146368
829	0.1050574303
830	0.1049971832
831	0.1049336937
832	0.1047291342
833	0.104602659
834	0.1044413477
835	0.10433666
836	0.1042638081
837	0.1042518975
838	0.1041591181
839	0.1040699513
840	0.1040626841
841	0.104006438
842	0.1039619272
843	0.1037671905
844	0.1035389855
845	0.1034208248
846	0.103410648
847	0.1032579335
848	0.1031914332
849	0.103183843
850	0.1031019525
851	0.1030955088
852	0.1029573498
853	0.1029477583
854	0.1028153676
855	0.1028063008
856	0.1027973005
857	0.1026705328
858	0.1024897691
859	0.1024000259
860	0.1022886338
861	0.1021926866
862	0.1020561374
863	0.1019207934
864	0.1018593149
865	0.1017016581
866	0.1016958437
867	0.1016702039
868	0.1015478573
869	0.1014272894
870	0.1013709524
871	0.1012646456
872	0.1009758214
873	0.1008941274
874	0.1007840577
875	0.1006993077
876	0.1005617085
877	0.1004976164
878	0.1004031189
879	0.1002579742
880	0.1001786909
881	0.100103145
882	0.1000009077
883	0.09996505407
884	0.09984273765
885	0.09976737262
886	0.09970562956
887	0.09959588313
888	0.09949693236
889	0.09944216795
890	0.09938613082
891	0.09918924031
892	0.09914457309
893	0.09900091635
894	0.09893147281
895	0.09890959066
896	0.09884456718
897	0.09877931179
898	0.09859526949
899	0.09852520749
900	0.09844673338
901	0.09837393627
902	0.09826290813
903	0.09817811769
904	0.09802912836
905	0.09797516819
906	0.09786213866
907	0.09773934214
908	0.09763737866
909	0.09747572245
910	0.09747032533
911	0.09737500264
912	0.09727717569
913	0.0970847234
914	0.09689644067
915	0.09681110181
916	0.09671030165
917	0.09658172645
918	0.0964542246
919	0.09639471716
920	0.09627392128
921	0.09610341628
922	0.09609843725
923	0.09595967881
924	0.09582723482
925	0.09579704213
926	0.09572662868
927	0.0956174149
928	0.09548921216
929	0.0954842942
930	0.09537167758
931	0.09534268669
932	0.09518275739
933	0.09517679665
934	0.09512139033
935	0.09500131385
936	0.09494848893
937	0.09491024839
938	0.09483913355
939	0.09473811361
940	0.09462874786
941	0.09460097703
942	0.09459499971
943	0.09450092268
944	0.09440238722
945	0.09426036943
946	0.09423627627
947	0.09414809727
948	0.09393350525
949	0.09380360149
950	0.09367209618
951	0.09358056411
952	0.09348330255
953	0.09339309363
954	0.09329521253
955	0.09322842811
956	0.09308971526
957	0.09302944496
958	0.09298778342
959	0.09294305755
960	0.092855826
961	0.09268856087
962	0.09262950339
963	0.09248542705
964	0.09248043034
965	0.09238364799
966	0.09224704537
967	0.09214274098
968	0.09199194651
969	0.0919864086
970	0.09186777612
971	0.09180829469
972	0.09174843447
973	0.09163617445
974	0.0915820185
975	0.09144265953
976	0.09129344062
977	0.09121206994
978	0.09110565724
979	0.09094009242
980	0.09081678571
981	0.09069352278
982	0.09062536001
983	0.09050201741
984	0.09043115454
985	0.09041514015
986	0.09035291436
987	0.09028204047
988	0.09027755577
989	0.09014556621
990	0.09009926955
991	0.08998690765
992	0.08987779908
993	0.08976843288
994	0.08966186825
995	0.08958201527
996	0.08949681109
997	0.08948719144
998	0.08939531893
999	0.08939095905
1000	0.08928255093
1001	0.08927793598
1002	0.08917665718
1003	0.08898742818
1004	0.08882131652
1005	0.08868266033
1006	0.08857693059
1007	0.08851724964
1008	0.08836768661
1009	0.08829264785
1010	0.08821457391
1011	0.08817309073
1012	0.08813073709
1013	0.08808315694
1014	0.0879565123
1015	0.08795198055
1016	0.08794718019
1017	0.08784433183
1018	0.08768976515
1019	0.08759222398
1020	0.08754475949
1021	0.08744388107
1022	0.08732462286
1023	0.08731934423
1024	0.08719576719
1025	0.08707560661
1026	0.08702599792
1027	0.0869530576
1028	0.08673685426
1029	0.08669589336
1030	0.08665019033
1031	0.08653954477
1032	0.08648141518
1033	0.08639616344
1034	0.08621425201
1035	0.08620937661
1036	0.08605420933
1037	0.08604491275
1038	0.08591825563
1039	0.08585044738
1040	0.08584594754
1041	0.08571425164
1042	0.08564957126
1043	0.08559376614
1044	0.08550751067
1045	0.08536648362
1046	0.08513096804
1047	0.08505906472
1048	0.08493191606
1049	0.08485853392
1050	0.08477067326
1051	0.08468088525
1052	0.08456312621
1053	0.08447690878
1054	0.08443334067
1055	0.08427461431
1056	0.08417660954
1057	0.08415745758
1058	0.08408129071
1059	0.08396670931
1060	0.08379449654
1061	0.08358272167
1062	0.08346557371
1063	0.08332576395
1064	0.0832845265
1065	0.08314374614
1066	0.08310947126
1067	0.08308325699
1068	0.08293880423
1069	0.08279503653
1070	0.08279057255
1071	0.0827050527
1072	0.0826405082
1073	0.08260561456
1074	0.08256423711
1075	0.08249531552
1076	0.08244569282
1077	0.08243892668
1078	0.08237663357
1079	0.08230881017
1080	0.08214367832
1081	0.08199670803
1082	0.08191701852
1083	0.08186738795
1084	0.0817774367
1085	0.08169746468
1086	0.08164288405
1087	0.08154372409
1088	0.08149649754
1089	0.08149277812
1090	0.08144489132
1091	0.08135544968
1092	0.08122303899
1093	0.0811306479
1094	0.08106881987
1095	0.08097784191
1096	0.08089645492
1097	0.08087587681
1098	0.08075366949
1099	0.08069539858
1100	0.08055773671
1101	0.08043882062
1102	0.08035251523
1103	0.08023639785
1104	0.08012181045
1105	0.08009103767
1106	0.08003509739
1107	0.08003098048
1108	0.0799452485
1109	0.0798574841
1110	0.07977224242
1111	0.07970539348
1112	0.07966098406
1113	0.07951914445
1114	0.07946118366
1115	0.07935995787
1116	0.07926515776
1117	0.07917412551
1118	0.07914694467
1119	0.07903751149
1120	0.07894368821
1121	0.07881087547
1122	0.0787446093
1123	0.07865497774
1124	0.07861157719
1125	0.07853960177
1126	0.07840434411
1127	0.07829111839
1128	0.07820918448
1129	0.07814196173
1130	0.07801169598
1131	0.07798693041
1132	0.07787260359
1133	0.07781409062
1134	0.07768766811
1135	0.07758832375
1136	0.07746587017
1137	0.07734910182
1138	0.07729421318
1139	0.07719906664
1140	0.07711413955
1141	0.07701158871
1142	0.07691133981
1143	0.07676286059
1144	0.07670848174
1145	0.07666300975
1146	0.07654449468
1147	0.07644842658
1148	0.07641479379
1149	0.07635412357
1150	0.07627286951
1151	0.07620571669
1152	0.07618631776
1153	0.07612890241
1154	0.07602045647
1155	0.07593892918
1156	0.07589578161
1157	0.0758090074
1158	0.07576943138
1159	0.0757291466
1160	0.07564599343
1161	0.07558075249
1162	0.07545970397
1163	0.07537582238
1164	0.07534276234
1165	0.07526380081
1166	0.07513849525
1167	0.07504937553
1168	0.07499314255
1169	0.07488055864
1170	0.07471828765
1171	0.07460019668
1172	0.07452567177
1173	0.07445207914
1174	0.07443255369
1175	0.07431027377
1176	0.07430254554
1177	0.07417644132
1178	0.07407361884
1179	0.07398581667
1180	0.07396083299
1181	0.07388687561
1182	0.07378523527
1183	0.07369463984
1184	0.07362950164
1185	0.07351276539
1186	0.07341438201
1187	0.07340978719
1188	0.07331123815
1189	0.07322466795
1190	0.07313685949
1191	0.07305001396
1192	0.07297646394
1193	0.07292911425
1194	0.07281786367
1195	0.07279168876
1196	0.07262146966
1197	0.07258098292
1198	0.07250814329
1199	0.072431185
1200	0.07234552994
1201	0.07229568175
1202	0.07227022401
1203	0.07216186741
1204	0.07213076044
1205	0.07203174921
1206	0.07197404695
1207	0.07192038605
1208	0.07187003078
1209	0.0717509166
1210	0.07166530579
1211	0.07160793611
1212	0.07152602469
1213	0.07142205315
1214	0.0712949112
1215	0.07116414374
1216	0.0710507708
1217	0.07102002985
1218	0.07100612531
1219	0.07079769071
1220	0.07077472705
1221	0.07071847859
1222	0.07065632922
1223	0.07053983825
1224	0.07044482631
1225	0.0704363898
1226	0.0704224929
1227	0.07037230878
1228	0.07032287651
1229	0.07022961759
1230	0.07020623365
1231	0.0701560358
1232	0.07009716253
1233	0.06998795921
1234	0.06994349091
1235	0.06987170021
1236	0.06971537145
1237	0.06961852582
1238	0.06949257684
1239	0.06937227917
1240	0.0692992464
1241	0.06920576653
1242	0.06912516901
1243	0.06907233704
1244	0.06898144183
1245	0.06890484865
1246	0.0688349397
1247	0.06870756988
