iter	RMSE
279	3584.213666
280	3579.84103
281	3579.380825
282	3575.490444
283	3569.697889
284	3566.403443
285	3565.094304
286	3563.791475
287	3558.008121
288	3557.562974
289	3554.341318
290	3551.426949
291	3548.391585
292	3547.699013
293	3545.786653
294	3545.042247
295	3540.2465
296	3539.396504
297	3538.359182
298	3534.662007
299	3533.72784
300	3530.132233
301	3528.473017
302	3525.549208
303	3524.015378
304	3523.11724
305	3519.268786
306	3517.625204
307	3515.362952
308	3511.05207
309	3509.592031
310	3505.439026
311	3502.169393
312	3497.43998
313	3493.524154
314	3489.738391
315	3489.076176
316	3487.833551
317	3485.350471
318	3484.392456
319	3483.510853
320	3481.300019
321	3480.317839
322	3478.444692
323	3476.551548
324	3474.771878
325	3470.129431
326	3468.970901
327	3466.469027
328	3464.993563
329	3464.141881
330	3462.815386
331	3461.301228
332	3457.759879
333	3456.19463
334	3454.951829
335	3454.184662
336	3448.832078
337	3447.89307
338	3446.771917
339	3445.388893
340	3444.46744
341	3443.121037
342	3441.084259
343	3437.464327
344	3436.605563
345	3435.306025
346	3433.784534
347	3430.447696
348	3429.856471
349	3426.530195
350	3425.509883
351	3423.380033
352	3420.651191
353	3419.765875
354	3415.933035
355	3414.670926
356	3413.552649
357	3413.000377
358	3409.960993
359	3407.583506
360	3406.370998
361	3404.506725
362	3400.849436
363	3399.330182
364	3398.143661
365	3396.689135
366	3393.74895
367	3391.908161
368	3390.785906
369	3389.156848
370	3388.48113
371	3386.201805
372	3385.567938
373	3382.446096
374	3381.921361
375	3381.43713
376	3378.895893
377	3376.287445
378	3374.313453
379	3373.719024
380	3370.252348
381	3366.368537
382	3363.932272
383	3362.800138
384	3361.758777
385	3360.434153
386	3359.788699
387	3357.795649
388	3354.616557
389	3354.053867
390	3351.673954
391	3350.568745
392	3348.686
393	3347.347957
394	3346.768031
395	3342.918209
396	3339.626764
397	3337.664716
398	3334.333984
399	3333.078241
400	3331.848226
401	3330.990093
402	3328.028796
403	3324.837077
404	3323.808458
405	3322.826055
406	3320.470038
407	3319.950546
408	3319.330069
409	3316.480884
410	3315.944301
411	3315.114098
412	3313.655873
413	3313.147807
414	3311.214474
415	3309.836473
416	3308.075393
417	3307.574158
418	3306.793856
419	3302.528481
420	3300.835377
421	3298.772095
422	3295.870673
423	3294.576913
424	3294.095353
425	3293.191342
426	3292.186235
427	3289.355702
428	3288.40259
429	3287.774718
430	3287.292732
431	3284.551443
432	3283.198291
433	3279.76013
434	3276.586634
435	3275.512834
436	3271.483603
437	3270.579338
438	3267.408244
439	3266.080885
440	3264.94411
441	3262.486018
442	3260.176122
443	3258.568044
444	3255.763009
445	3251.349377
446	3250.911472
447	3245.820603
448	3243.568339
449	3241.979901
450	3241.495416
451	3238.13314
452	3236.394178
453	3234.614453
454	3234.202969
455	3233.082892
456	3230.04393
457	3228.057937
458	3224.223946
459	3222.72699
460	3222.319425
461	3221.693374
462	3221.284161
463	3219.747285
464	3218.35003
465	3216.55617
466	3214.127506
467	3213.156422
468	3212.206754
469	3210.42334
470	3208.247612
471	3205.581186
472	3205.204537
473	3204.281334
474	3201.454755
475	3200.440224
476	3197.720045
477	3197.356685
478	3195.255381
479	3193.232021
480	3192.903087
481	3191.808773
482	3190.995369
483	3188.63915
484	3186.499566
485	3185.738243
486	3184.831476
487	3183.310796
488	3180.300695
489	3178.030536
490	3176.78168
491	3176.381058
492	3175.747574
493	3175.07648
494	3174.750993
495	3174.151739
496	3173.810725
497	3171.48397
498	3169.928461
499	3168.490781
500	3168.063542
501	3167.542086
502	3166.849657
503	3164.899638
504	3163.811734
505	3163.510252
506	3162.970505
507	3162.345803
508	3161.569093
509	3160.879694
510	3158.946789
511	3158.634145
512	3158.351908
513	3157.547426
514	3156.069396
515	3153.57872
516	3153.304277
517	3152.245527
518	3149.986517
519	3149.669382
520	3146.964954
521	3146.419156
522	3144.531136
523	3141.813878
524	3141.604677
525	3141.198264
526	3140.574428
527	3139.377457
528	3138.048542
529	3135.801942
530	3133.688695
531	3132.118717
532	3129.300831
533	3127.222829
534	3125.033065
535	3123.247366
536	3120.815801
537	3118.965864
538	3117.685858
539	3117.546475
540	3117.179589
541	3116.306622
542	3113.72292
543	3111.493874
544	3107.550945
545	3107.281391
546	3104.56509
547	3103.875244
548	3101.863747
549	3100.377985
550	3097.991663
551	3096.742817
552	3095.020802
553	3092.370039
554	3091.712679
555	3090.124746
556	3087.642767
557	3087.465786
558	3085.567076
559	3084.434791
560	3083.83526
561	3081.817727
562	3081.625748
563	3079.37653
564	3078.847867
565	3077.998265
566	3076.834905
567	3075.914156
568	3074.220666
569	3071.992479
570	3069.834278
571	3067.376471
572	3066.827662
573	3065.837167
574	3063.674985
575	3062.539215
576	3060.2135
577	3059.659479
578	3057.460308
579	3055.047124
580	3054.507355
581	3053.61542
582	3051.384028
583	3050.715689
584	3049.647144
585	3048.083509
586	3047.565065
587	3046.551629
588	3046.132187
589	3045.085516
590	3044.330723
591	3043.753739
592	3041.428486
593	3039.639531
594	3037.862953
595	3035.763747
596	3033.087577
597	3032.641632
598	3030.395828
599	3028.764652
600	3028.6924
601	3027.722533
602	3027.257412
603	3025.097182
604	3024.591461
605	3024.09588
606	3022.743541
607	3021.536733
608	3018.887221
609	3016.804964
610	3011.859159
611	3010.78754
612	3010.284593
613	3008.708499
614	3006.534546
615	3004.633502
616	3002.528417
617	3000.503281
618	2998.073375
619	2995.73854
620	2995.500557
621	2994.373068
622	2992.310936
623	2991.860794
624	2989.90164
625	2987.883436
626	2986.060574
627	2984.152824
628	2981.711953
629	2979.578181
630	2979.458255
631	2977.49111
632	2975.335008
633	2973.244056
634	2971.340016
635	2970.642042
636	2969.185947
637	2967.18925
638	2965.47881
639	2963.666006
640	2963.325766
641	2961.21642
642	2960.273342
643	2959.616281
644	2955.990722
645	2955.761487
646	2954.104281
647	2951.625224
648	2950.312077
649	2948.195895
650	2947.020406
651	2945.42771
652	2942.827703
653	2941.80557
654	2939.260408
655	2937.595809
656	2936.694601
657	2934.967506
658	2931.308681
659	2928.910768
660	2927.967531
661	2926.182381
662	2925.955639
663	2924.518133
664	2923.080407
665	2922.612313
666	2922.40846
667	2919.476831
668	2919.249625
669	2918.951827
670	2916.989352
671	2915.09918
672	2913.311838
673	2911.740813
674	2910.481042
675	2908.180657
676	2906.510203
677	2905.021282
678	2902.227296
679	2901.328648
680	2900.362888
681	2899.319682
682	2896.960757
683	2895.056388
684	2893.358663
685	2891.344037
686	2890.924681
687	2890.11944
688	2889.935069
689	2888.541332
690	2888.360897
691	2886.166711
692	2884.709383
693	2884.116094
694	2882.499151
695	2881.716929
696	2881.468251
697	2880.225974
698	2878.47051
699	2877.707509
700	2874.517277
701	2872.551143
702	2870.097099
703	2868.132857
704	2866.043487
705	2863.305629
706	2861.78461
707	2861.435378
708	2859.639502
709	2856.237653
710	2855.651877
711	2853.732902
712	2850.98887
713	2850.000058
714	2849.577674
715	2847.582438
716	2845.11406
717	2843.755747
718	2843.418031
719	2842.444521
720	2839.660972
721	2838.527924
722	2837.010697
723	2834.427665
724	2832.745461
725	2831.451391
726	2831.051853
727	2830.272334
728	2829.363246
729	2828.316999
730	2824.719471
731	2823.550561
732	2823.385232
733	2820.940947
734	2819.457329
735	2818.246802
736	2817.874772
737	2817.195293
738	2815.53917
739	2814.588776
740	2813.763337
741	2812.026433
742	2810.812322
743	2810.063485
744	2809.173032
745	2807.628515
746	2806.785506
747	2805.81109
748	2803.060694
749	2800.78484
750	2800.466209
751	2800.108247
752	2798.669945
753	2797.869437
754	2795.573617
755	2793.766935
756	2791.70679
757	2790.89463
758	2790.689692
759	2789.298964
760	2787.375678
761	2785.306328
762	2783.477277
763	2782.802452
764	2782.029017
765	2780.544077
766	2779.818028
767	2777.24283
768	2775.319536
769	2773.369162
770	2770.111333
771	2768.870625
772	2767.561684
773	2765.753852
774	2763.99959
775	2762.308303
776	2760.535797
777	2759.843833
778	2757.095609
779	2755.027731
780	2754.669781
781	2754.074501
782	2751.461138
783	2750.701396
784	2748.702914
785	2748.363556
786	2748.188701
787	2747.848553
788	2746.902071
789	2745.736306
790	2743.77605
791	2742.995939
792	2740.811357
793	2740.033667
794	2738.589427
795	2735.504372
796	2734.321807
797	2733.458284
798	2733.179491
799	2732.455814
800	2730.580595
801	2728.727187
802	2726.616917
803	2726.169154
804	2723.4288
805	2723.10835
806	2722.632175
807	2721.492416
808	2719.368804
809	2719.108391
810	2718.612597
811	2717.856143
812	2716.597429
813	2716.295819
814	2715.631625
815	2714.357668
816	2712.708879
817	2711.627271
818	2710.916323
819	2707.639788
820	2706.846747
821	2704.343996
822	2704.289174
823	2700.882872
824	2700.63181
825	2699.74364
826	2699.091451
827	2697.169582
828	2696.62311
829	2694.495131
830	2693.259877
831	2692.312593
832	2691.083219
833	2687.270668
834	2685.739711
835	2683.783981
836	2682.547815
837	2679.82153
838	2676.626868
839	2675.460978
840	2673.84674
841	2670.784655
842	2669.777242
843	2668.625096
844	2667.457999
845	2665.596819
846	2662.036332
847	2661.225433
848	2660.13955
849	2659.60897
850	2659.486665
851	2658.660879
852	2658.411318
853	2657.460416
854	2656.646311
855	2655.379975
856	2655.289036
857	2653.487569
858	2652.253108
859	2651.653583
860	2650.253025
861	2650.080889
862	2648.3285
863	2647.604606
864	2647.508876
865	2646.725864
866	2645.7604
867	2643.798136
868	2643.09139
869	2642.249982
870	2638.674556
871	2636.984589
872	2636.225153
873	2634.77492
874	2631.855534
875	2630.723909
876	2629.526141
877	2627.687058
878	2626.444715
879	2626.256703
880	2625.27286
881	2624.314883
882	2624.139595
883	2622.398545
884	2620.495942
885	2619.342288
886	2617.563175
887	2616.40631
888	2615.251695
889	2613.533579
890	2613.394184
891	2611.538622
892	2611.405063
893	2609.747754
894	2607.991884
895	2606.975064
896	2605.877735
897	2604.912861
898	2604.864958
899	2603.306584
900	2601.670188
901	2600.60352
902	2598.782993
903	2597.084186
904	2595.488158
905	2594.151331
906	2593.225362
907	2591.50152
908	2590.503069
909	2589.47188
910	2588.060222
911	2586.863665
912	2585.200188
913	2583.378004
914	2582.435584
915	2580.923102
916	2580.639425
917	2578.900592
918	2576.159261
919	2575.484738
920	2575.215588
921	2574.326771
922	2573.522699
923	2572.602171
924	2571.139693
925	2570.051927
926	2569.446187
927	2567.976262
928	2566.768195
929	2565.719752
930	2564.261536
931	2562.698542
932	2561.77433
933	2560.399599
934	2558.446917
935	2557.600957
936	2554.35189
937	2552.843624
938	2550.769724
939	2548.156822
940	2547.202796
941	2546.217676
942	2545.654162
943	2544.792465
944	2543.351087
945	2542.106847
946	2541.265365
947	2540.621168
948	2538.990996
949	2536.681827
950	2535.295029
951	2534.604616
952	2532.987386
953	2532.042964
954	2530.950818
955	2529.836614
956	2528.985319
957	2527.997779
958	2527.06466
959	2526.395269
960	2525.327724
961	2524.42316
962	2523.117702
963	2521.581436
964	2520.802567
965	2519.235331
966	2518.420703
967	2517.725499
968	2516.978209
969	2515.177876
970	2511.548081
971	2508.655403
972	2508.517513
973	2507.064254
974	2506.884046
975	2505.974832
976	2505.081948
977	2503.645886
978	2500.872065
979	2499.905309
980	2499.003046
981	2498.508216
982	2498.237059
983	2496.335275
984	2495.302794
985	2494.177559
986	2491.081141
987	2489.472067
988	2488.613833
989	2488.449086
990	2487.928939
991	2487.189274
992	2484.922735
993	2483.107233
994	2482.787427
995	2481.372862
996	2478.450771
997	2477.64517
998	2476.960036
999	2476.656538
